Experiment,Kamera,SR_lD,SceneID,weight,Basisszenario,Links_RVA,Tr_li-Breite,Tr_li-Art,Tr_li_baulTrennung,RVA-Breite,Tr_re-Breite,Tr_re-Art,GW-Breite,GW-Geschäftsnutzung,Häuserfront,Raus
CP,P,205,01_CP_P_205,1,2,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,2.0,0.75,Grünstreifen,schmal,ja,normal,
CP,P,206,01_CP_P_206,1,2,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,2.0,0.75,Grünstreifen,schmal,ja,normal,
CP,P,207,01_CP_P_207,1,2,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,2.0,0.75,Grünstreifen,schmal,ja,normal,
CP,P,208,01_CP_P_208,1,2,Fahrstreifen,0.0,-,-,2.0,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,209,01_CP_P_209,1,2,Fahrstreifen,0.25,Grünstreifen,-,2.0,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,210,01_CP_P_210,1,2,Fahrstreifen,0.25,Aufpflasterung,-,2.0,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,211,01_CP_P_211,1,2,Fahrstreifen,0.75,Grünstreifen,-,2.0,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,212,01_CP_P_212,1,2,Fahrstreifen,0.75,Aufpflasterung,-,2.0,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,213,01_CP_P_213,1,2,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,2.0,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,214,01_CP_P_214,1,2,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,2.0,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,215,01_CP_P_215,1,2,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,2.0,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,216,01_CP_P_216,1,2,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,2.0,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,217,01_CP_P_217,1,2,Fahrstreifen,0.0,-,-,2.0,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,218,01_CP_P_218,1,2,Fahrstreifen,0.25,Grünstreifen,-,2.0,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,219,01_CP_P_219,1,2,Fahrstreifen,0.25,Aufpflasterung,-,2.0,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,220,01_CP_P_220,1,2,Fahrstreifen,0.75,Grünstreifen,-,2.0,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,221,01_CP_P_221,1,2,Fahrstreifen,0.75,Aufpflasterung,-,2.0,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,222,01_CP_P_222,1,2,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,2.0,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,223,01_CP_P_223,1,2,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,2.0,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,224,01_CP_P_224,1,2,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,2.0,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,225,01_CP_P_225,1,2,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,2.0,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,271,01_CP_P_271,1,2,Grünanlage,0.0,-,-,2.0,0.0,-,schmal,-,normal,
CP,P,272,01_CP_P_272,1,2,Grünanlage,0.25,Grünstreifen,-,2.0,0.0,-,schmal,-,normal,
CP,P,273,01_CP_P_273,1,2,Grünanlage,0.25,Aufpflasterung,-,2.0,0.0,-,schmal,-,normal,
CP,P,274,01_CP_P_274,1,2,Grünanlage,0.75,Grünstreifen,-,2.0,0.0,-,schmal,-,normal,
CP,P,275,01_CP_P_275,1,2,Grünanlage,0.75,Aufpflasterung,-,2.0,0.0,-,schmal,-,normal,
CP,P,280,01_CP_P_280,1,2,Grünanlage,0.0,-,-,2.0,0.25,Grünstreifen,schmal,-,normal,
CP,P,281,01_CP_P_281,1,2,Grünanlage,0.25,Grünstreifen,-,2.0,0.25,Grünstreifen,schmal,-,normal,
CP,P,282,01_CP_P_282,1,2,Grünanlage,0.25,Aufpflasterung,-,2.0,0.25,Grünstreifen,schmal,-,normal,
CP,P,283,01_CP_P_283,1,2,Grünanlage,0.75,Grünstreifen,-,2.0,0.25,Grünstreifen,schmal,-,normal,
CP,P,284,01_CP_P_284,1,2,Grünanlage,0.75,Aufpflasterung,-,2.0,0.25,Grünstreifen,schmal,-,normal,
CP,P,289,01_CP_P_289,1,2,Grünanlage,0.0,-,-,2.0,0.75,Grünstreifen,schmal,-,normal,
CP,P,290,01_CP_P_290,1,2,Grünanlage,0.25,Grünstreifen,-,2.0,0.75,Grünstreifen,schmal,-,normal,
CP,P,291,01_CP_P_291,1,2,Grünanlage,0.25,Aufpflasterung,-,2.0,0.75,Grünstreifen,schmal,-,normal,
CP,P,292,01_CP_P_292,1,2,Grünanlage,0.75,Grünstreifen,-,2.0,0.75,Grünstreifen,schmal,-,normal,
CP,P,293,01_CP_P_293,1,2,Grünanlage,0.75,Aufpflasterung,-,2.0,0.75,Grünstreifen,schmal,-,normal,
CP,P,298,01_CP_P_298,1,2,Grünanlage,0.0,-,-,2.0,0.25,Aufpflasterung,schmal,-,normal,
CP,P,299,01_CP_P_299,1,2,Grünanlage,0.25,Grünstreifen,-,2.0,0.25,Aufpflasterung,schmal,-,normal,
CP,P,300,01_CP_P_300,1,2,Grünanlage,0.25,Aufpflasterung,-,2.0,0.25,Aufpflasterung,schmal,-,normal,
CP,P,301,01_CP_P_301,1,2,Grünanlage,0.75,Grünstreifen,-,2.0,0.25,Aufpflasterung,schmal,-,normal,
CP,P,302,01_CP_P_302,1,2,Grünanlage,0.75,Aufpflasterung,-,2.0,0.25,Aufpflasterung,schmal,-,normal,
CP,P,307,01_CP_P_307,1,2,Grünanlage,0.0,-,-,2.0,0.75,Aufpflasterung,schmal,-,normal,
CP,P,308,01_CP_P_308,1,2,Grünanlage,0.25,Grünstreifen,-,2.0,0.75,Aufpflasterung,schmal,-,normal,
CP,P,309,01_CP_P_309,1,2,Grünanlage,0.25,Aufpflasterung,-,2.0,0.75,Aufpflasterung,schmal,-,normal,
CP,P,310,01_CP_P_310,1,2,Grünanlage,0.75,Grünstreifen,-,2.0,0.75,Aufpflasterung,schmal,-,normal,
CP,P,311,01_CP_P_311,1,2,Grünanlage,0.75,Aufpflasterung,-,2.0,0.75,Aufpflasterung,schmal,-,normal,
CP,P,316,01_CP_P_316,1,2,Grünanlage,0.0,-,-,2.0,0.0,-,schmal,ja,normal,
CP,P,317,01_CP_P_317,1,2,Grünanlage,0.25,Grünstreifen,-,2.0,0.0,-,schmal,ja,normal,
CP,P,318,01_CP_P_318,1,2,Grünanlage,0.25,Aufpflasterung,-,2.0,0.0,-,schmal,ja,normal,
CP,P,319,01_CP_P_319,1,2,Grünanlage,0.75,Grünstreifen,-,2.0,0.0,-,schmal,ja,normal,
CP,P,320,01_CP_P_320,1,2,Grünanlage,0.75,Aufpflasterung,-,2.0,0.0,-,schmal,ja,normal,
CP,P,325,01_CP_P_325,1,2,Grünanlage,0.0,-,-,2.0,0.25,Grünstreifen,schmal,ja,normal,
CP,P,326,01_CP_P_326,1,2,Grünanlage,0.25,Grünstreifen,-,2.0,0.25,Grünstreifen,schmal,ja,normal,
CP,P,327,01_CP_P_327,1,2,Grünanlage,0.25,Aufpflasterung,-,2.0,0.25,Grünstreifen,schmal,ja,normal,
CP,P,328,01_CP_P_328,1,2,Grünanlage,0.75,Grünstreifen,-,2.0,0.25,Grünstreifen,schmal,ja,normal,
CP,P,329,01_CP_P_329,1,2,Grünanlage,0.75,Aufpflasterung,-,2.0,0.25,Grünstreifen,schmal,ja,normal,
CP,P,334,01_CP_P_334,1,2,Grünanlage,0.0,-,-,2.0,0.75,Grünstreifen,schmal,ja,normal,
CP,P,335,01_CP_P_335,1,2,Grünanlage,0.25,Grünstreifen,-,2.0,0.75,Grünstreifen,schmal,ja,normal,
CP,P,336,01_CP_P_336,1,2,Grünanlage,0.25,Aufpflasterung,-,2.0,0.75,Grünstreifen,schmal,ja,normal,
CP,P,337,01_CP_P_337,1,2,Grünanlage,0.75,Grünstreifen,-,2.0,0.75,Grünstreifen,schmal,ja,normal,
CP,P,338,01_CP_P_338,1,2,Grünanlage,0.75,Aufpflasterung,-,2.0,0.75,Grünstreifen,schmal,ja,normal,
CP,P,343,01_CP_P_343,1,2,Grünanlage,0.0,-,-,2.0,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,344,01_CP_P_344,1,2,Grünanlage,0.25,Grünstreifen,-,2.0,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,345,01_CP_P_345,1,2,Grünanlage,0.25,Aufpflasterung,-,2.0,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,346,01_CP_P_346,1,2,Grünanlage,0.75,Grünstreifen,-,2.0,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,347,01_CP_P_347,1,2,Grünanlage,0.75,Aufpflasterung,-,2.0,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,352,01_CP_P_352,1,2,Grünanlage,0.0,-,-,2.0,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,353,01_CP_P_353,1,2,Grünanlage,0.25,Grünstreifen,-,2.0,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,354,01_CP_P_354,1,2,Grünanlage,0.25,Aufpflasterung,-,2.0,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,355,01_CP_P_355,1,2,Grünanlage,0.75,Grünstreifen,-,2.0,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,356,01_CP_P_356,1,2,Grünanlage,0.75,Aufpflasterung,-,2.0,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,766,01_CP_P_766,1,8,Fahrstreifen,0.0,-,-,2.0,0.0,-,schmal,-,normal,
CP,P,767,01_CP_P_767,1,8,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.0,-,schmal,-,normal,
CP,P,768,01_CP_P_768,1,8,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.0,-,schmal,-,normal,
CP,P,769,01_CP_P_769,1,8,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.0,-,schmal,-,normal,
CP,P,770,01_CP_P_770,1,8,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.0,-,schmal,-,normal,
CP,P,771,01_CP_P_771,1,8,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.0,-,schmal,-,normal,
CP,P,772,01_CP_P_772,1,8,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.0,-,schmal,-,normal,
CP,P,773,01_CP_P_773,1,8,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.0,-,schmal,-,normal,
CP,P,774,01_CP_P_774,1,8,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.0,-,schmal,-,normal,
CP,P,775,01_CP_P_775,1,8,Fahrstreifen,0.0,-,-,3.5,0.25,Grünstreifen,schmal,-,normal,
CP,P,776,01_CP_P_776,1,8,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.25,Grünstreifen,schmal,-,normal,
CP,P,777,01_CP_P_777,1,8,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.25,Grünstreifen,schmal,-,normal,
CP,P,778,01_CP_P_778,1,8,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.25,Grünstreifen,schmal,-,normal,
CP,P,779,01_CP_P_779,1,8,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.25,Grünstreifen,schmal,-,normal,
CP,P,780,01_CP_P_780,1,8,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,-,normal,
CP,P,781,01_CP_P_781,1,8,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,-,normal,
CP,P,782,01_CP_P_782,1,8,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,-,normal,
CP,P,783,01_CP_P_783,1,8,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,-,normal,
CP,P,784,01_CP_P_784,1,8,Fahrstreifen,0.0,-,-,3.5,0.75,Grünstreifen,schmal,-,normal,
CP,P,785,01_CP_P_785,1,8,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.75,Grünstreifen,schmal,-,normal,
CP,P,786,01_CP_P_786,1,8,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.75,Grünstreifen,schmal,-,normal,
CP,P,787,01_CP_P_787,1,8,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.75,Grünstreifen,schmal,-,normal,
CP,P,788,01_CP_P_788,1,8,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.75,Grünstreifen,schmal,-,normal,
CP,P,789,01_CP_P_789,1,8,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.75,Grünstreifen,schmal,-,normal,
CP,P,790,01_CP_P_790,1,8,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.75,Grünstreifen,schmal,-,normal,
CP,P,791,01_CP_P_791,1,8,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.75,Grünstreifen,schmal,-,normal,
CP,P,792,01_CP_P_792,1,8,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.75,Grünstreifen,schmal,-,normal,
CP,P,793,01_CP_P_793,1,8,Fahrstreifen,0.0,-,-,3.5,0.25,Aufpflasterung,schmal,-,normal,
CP,P,794,01_CP_P_794,1,8,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.25,Aufpflasterung,schmal,-,normal,
CP,P,795,01_CP_P_795,1,8,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.25,Aufpflasterung,schmal,-,normal,
CP,P,796,01_CP_P_796,1,8,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.25,Aufpflasterung,schmal,-,normal,
CP,P,797,01_CP_P_797,1,8,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.25,Aufpflasterung,schmal,-,normal,
CP,P,798,01_CP_P_798,1,8,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,-,normal,
CP,P,799,01_CP_P_799,1,8,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,-,normal,
CP,P,800,01_CP_P_800,1,8,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,-,normal,
CP,P,801,01_CP_P_801,1,8,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,-,normal,
CP,P,802,01_CP_P_802,1,8,Fahrstreifen,0.0,-,-,3.5,0.75,Aufpflasterung,schmal,-,normal,
CP,P,803,01_CP_P_803,1,8,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.75,Aufpflasterung,schmal,-,normal,
CP,P,804,01_CP_P_804,1,8,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.75,Aufpflasterung,schmal,-,normal,
CP,P,805,01_CP_P_805,1,8,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.75,Aufpflasterung,schmal,-,normal,
CP,P,806,01_CP_P_806,1,8,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.75,Aufpflasterung,schmal,-,normal,
CP,P,807,01_CP_P_807,1,8,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,-,normal,
CP,P,808,01_CP_P_808,1,8,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,-,normal,
CP,P,809,01_CP_P_809,1,8,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,-,normal,
CP,P,810,01_CP_P_810,1,8,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,-,normal,
CP,P,811,01_CP_P_811,1,8,Fahrstreifen,0.0,-,-,3.5,0.0,-,schmal,ja,normal,
CP,P,812,01_CP_P_812,1,8,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.0,-,schmal,ja,normal,
CP,P,813,01_CP_P_813,1,8,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.0,-,schmal,ja,normal,
CP,P,814,01_CP_P_814,1,8,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.0,-,schmal,ja,normal,
CP,P,815,01_CP_P_815,1,8,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.0,-,schmal,ja,normal,
CP,P,816,01_CP_P_816,1,8,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.0,-,schmal,ja,normal,
CP,P,817,01_CP_P_817,1,8,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.0,-,schmal,ja,normal,
CP,P,818,01_CP_P_818,1,8,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.0,-,schmal,ja,normal,
CP,P,819,01_CP_P_819,1,8,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.0,-,schmal,ja,normal,
CP,P,820,01_CP_P_820,1,8,Fahrstreifen,0.0,-,-,3.5,0.25,Grünstreifen,schmal,ja,normal,
CP,P,821,01_CP_P_821,1,8,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.25,Grünstreifen,schmal,ja,normal,
CP,P,822,01_CP_P_822,1,8,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.25,Grünstreifen,schmal,ja,normal,
CP,P,823,01_CP_P_823,1,8,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.25,Grünstreifen,schmal,ja,normal,
CP,P,824,01_CP_P_824,1,8,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.25,Grünstreifen,schmal,ja,normal,
CP,P,825,01_CP_P_825,1,8,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,ja,normal,
CP,P,826,01_CP_P_826,1,8,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,ja,normal,
CP,P,827,01_CP_P_827,1,8,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,ja,normal,
CP,P,828,01_CP_P_828,1,8,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Grünstreifen,schmal,ja,normal,
CP,P,829,01_CP_P_829,1,8,Fahrstreifen,0.0,-,-,3.5,0.75,Grünstreifen,schmal,ja,normal,
CP,P,830,01_CP_P_830,1,8,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.75,Grünstreifen,schmal,ja,normal,
CP,P,831,01_CP_P_831,1,8,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.75,Grünstreifen,schmal,ja,normal,
CP,P,832,01_CP_P_832,1,8,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.75,Grünstreifen,schmal,ja,normal,
CP,P,833,01_CP_P_833,1,8,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.75,Grünstreifen,schmal,ja,normal,
CP,P,834,01_CP_P_834,1,8,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.75,Grünstreifen,schmal,ja,normal,
CP,P,835,01_CP_P_835,1,8,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.75,Grünstreifen,schmal,ja,normal,
CP,P,836,01_CP_P_836,1,8,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.75,Grünstreifen,schmal,ja,normal,
CP,P,837,01_CP_P_837,1,8,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.75,Grünstreifen,schmal,ja,normal,
CP,P,838,01_CP_P_838,1,8,Fahrstreifen,0.0,-,-,3.5,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,839,01_CP_P_839,1,8,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,840,01_CP_P_840,1,8,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,841,01_CP_P_841,1,8,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,842,01_CP_P_842,1,8,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,843,01_CP_P_843,1,8,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,844,01_CP_P_844,1,8,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,845,01_CP_P_845,1,8,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,846,01_CP_P_846,1,8,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.25,Aufpflasterung,schmal,ja,normal,
CP,P,847,01_CP_P_847,1,8,Fahrstreifen,0.0,-,-,3.5,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,848,01_CP_P_848,1,8,Fahrstreifen,0.25,Grünstreifen,-,3.5,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,849,01_CP_P_849,1,8,Fahrstreifen,0.25,Aufpflasterung,-,3.5,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,850,01_CP_P_850,1,8,Fahrstreifen,0.75,Grünstreifen,-,3.5,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,851,01_CP_P_851,1,8,Fahrstreifen,0.75,Aufpflasterung,-,3.5,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,852,01_CP_P_852,1,8,Fahrstreifen,0.25,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,853,01_CP_P_853,1,8,Fahrstreifen,0.25,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,854,01_CP_P_854,1,8,Fahrstreifen,0.75,Grünstreifen,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,855,01_CP_P_855,1,8,Fahrstreifen,0.75,Aufpflasterung,Sperrpfosten,3.5,0.75,Aufpflasterung,schmal,ja,normal,
CP,P,856,01_CP_P_856,1,8,Grünanlage,0.0,-,-,3.5,0.0,-,schmal,-,normal,
CP,P,857,01_CP_P_857,1,8,Grünanlage,0.25,Grünstreifen,-,3.5,0.0,-,schmal,-,normal,
CP,P,858,01_CP_P_858,1,8,Grünanlage,0.25,Aufpflasterung,-,3.5,0.0,-,schmal,-,normal,
CP,P,859,01_CP_P_859,1,8,Grünanlage,0.75,Grünstreifen,-,3.5,0.0,-,schmal,-,normal,
CP,P,860,01_CP_P_860,1,8,Grünanlage,0.75,Aufpflasterung,-,3.5,0.0,-,schmal,-,normal,
CP,P,865,01_CP_P_865,1,8,Grünanlage,0.0,-,-,3.5,0.25,Grünstreifen,schmal,-,normal,
CP,P,866,01_CP_P_866,1,8,Grünanlage,0.25,Grünstreifen,-,3.5,0.25,Grünstreifen,schmal,-,normal,
CP,P,867,01_CP_P_867,1,8,Grünanlage,0.25,Aufpflasterung,-,3.5,0.25,Grünstreifen,schmal,-,normal,
CP,P,868,01_CP_P_868,1,8,Grünanlage,0.75,Grünstreifen,-,3.5,0.25,Grünstreifen,schmal,-,normal,
CP,P,869,01_CP_P_869,1,8,Grünanlage,0.75,Aufpflasterung,-,3.5,0.25,Grünstreifen,schmal,-,normal,
CP,P,874,01_CP_P_874,1,8,Grünanlage,0.0,-,-,3.5,0.75,Grünstreifen,schmal,-,normal,
CP,P,875,01_CP_P_875,1,8,Grünanlage,0.25,Grünstreifen,-,3.5,0.75,Grünstreifen,schmal,-,normal,
CP,P,876,01_CP_P_876,1,8,Grünanlage,0.25,Aufpflasterung,-,3.5,0.75,Grünstreifen,schmal,-,normal,
CP,P,877,01_CP_P_877,1,8,Grünanlage,0.75,Grünstreifen,-,3.5,0.75,Grünstreifen,schmal,-,normal,
CP,P,878,01_CP_P_878,1,8,Grünanlage,0.75,Aufpflasterung,-,3.5,0.75,Grünstreifen,schmal,-,normal,
CP,P,883,01_CP_P_883,1,8,Grünanlage,0.0,-,-,3.5,0.25,Aufpflasterung,schmal,-,normal,
CP,P,884,01_CP_P_884,1,8,Grünanlage,0.25,Grünstreifen,-,3.5,0.25,Aufpflasterung,schmal,-,normal,
CP,P,885,01_CP_P_885,1,8,Grünanlage,0.25,Aufpflasterung,-,3.5,0.25,Aufpflasterung,schmal,-,normal,
CP,P,886,01_CP_P_886,1,8,Grünanlage,0.75,Grünstreifen,-,3.5,0.25,Aufpflasterung,schmal,-,normal,
CP,P,887,01_CP_P_887,1,8,Grünanlage,0.75,Aufpflasterung,-,3.5,0.25,Aufpflasterung,schmal,-,normal,
CP,P,892,01_CP_P_892,1,8,Grünanlage,0.0,-,-,3.5,0.75,Aufpflasterung,schmal,-,normal,
CP,P,893,01_CP_P_893,1,8,Grünanlage,0.25,Grünstreifen,-,3.5,0.75,Aufpflasterung,schmal,-,normal,
CP,P,894,01_CP_P_894,1,8,Grünanlage,0.25,Aufpflasterung,-,3.5,0.75,Aufpflasterung,schmal,-,normal,
CP,P,895,01_CP_P_895,1,8,Grünanlage,0.75,Grünstreifen,-,3.5,0.75,Aufpflasterung,schmal,-,normal,
CP,P,896,01_CP_P_896,1,8,Grünanlage,0.75,Aufpflasterung,-,3.5,0.75,Aufpflasterung,schmal,-,normal,
CP,P,901,01_CP_P_901,1,8,Grünanlage,0.0,-,-,3.5,0.0,-,schmal,ja,normal,
CP,P,902,01_CP_P_902,1,8,Grünanlage,0.25,Grünstreifen,-,3.5,0.0,-,schmal,ja,normal,
CP,P,903,01_CP_P_903,1,8,Grünanlage,0.25,Aufpflasterung,-,3.5,0.0,-,schmal,ja,normal,
CP,P,904,01_CP_P_904,1,8,Grünanlage,0.75,Grünstreifen,-,3.5,0.0,-,schmal,ja,normal,
CP,P,905,01_CP_P_905,1,8,Grünanlage,0.75,Aufpflasterung,-,3.5,0.0,-,schmal,ja,normal,
CP,P,910,01_CP_P_910,1,8,Grünanlage,0.0,-,-,3.5,0.25,Grünstreifen,schmal,ja,normal,
CP,P,911,01_CP_P_911,1,8,Grünanlage,0.25,Grünstreifen,-,3.5,0.25,Grünstreifen,schmal,ja,normal,
CP,P,912,01_CP_P_912,1,8,Grünanlage,0.25,Aufpflasterung,-,3.5,0.25,Grünstreifen,schmal,ja,normal,
CP,P,913,01_CP_P_913,1,8,Grünanlage,0.75,Grünstreifen,-,3.5,0.25,Grünstreifen,schmal,ja,normal,
CP,P,914,01_CP_P_914,1,8,Grünanlage,0.75,Aufpflasterung,-,3.5,0.25,Grünstreifen,schmal,ja,normal,
CP,P,919,01_CP_P_919,1,8,Grünanlage,0.0,-,-,3.5,0.75,Grünstreifen,schmal,ja,normal,
CP,P,920,01_CP_P_920,1,8,Grünanlage,0.25,Grünstreifen,-,3.5,0.75,Grünstreifen,schmal,ja,normal,
CP,P,921,01_CP_P_921,1,8,Grünanlage,0.25,Aufpflasterung,-,3.5,0.75,Grünstreifen,schmal,ja,normal,
CP,P,922,01_CP_P_922,1,8,Grünanlage,0.75,Grünstreifen,-,3.5,0.75,Grünstreifen,schmal,ja,normal,
